Filename,Sample ID,A01,Array Barcode
a550995-4452193-010824-381_A01.ARR,,9SR37901,381
a550995-4452193-010824-381_A02.ARR,,9SR37901,381
a550995-4452193-010824-381_A03.ARR,,9SR37901,381
a550995-4452193-010824-381_A04.ARR,,9SR37901,381
a550995-4452193-010824-381_A05.ARR,,9SR37901,381
a550995-4452193-010824-381_A06.ARR,,9SR37901,381
a550995-4452193-010824-381_A07.ARR,,9SR37901,381
a550995-4452193-010824-381_A08.ARR,,9SR37901,381
a550995-4452193-010824-381_A09.ARR,,9SR37901,381
a550995-4452193-010824-381_A10.ARR,,9SR37901,381
a550995-4452193-010824-381_A11.ARR,,9SR37901,381
a550995-4452193-010824-381_A12.ARR,,-,381
a550995-4452193-010824-381_B01.ARR,,9SR37901,381
a550995-4452193-010824-381_B02.ARR,,9SR37901,381
a550995-4452193-010824-381_B03.ARR,,9SR37901,381
a550995-4452193-010824-381_B04.ARR,,9SR37901,381
a550995-4452193-010824-381_B05.ARR,,9SR37901,381
a550995-4452193-010824-381_B06.ARR,,9SR37901,381
a550995-4452193-010824-381_B07.ARR,,9SR37901,381
a550995-4452193-010824-381_B08.ARR,,9SR37901,381
a550995-4452193-010824-381_B09.ARR,,9SR37901,381
a550995-4452193-010824-381_B10.ARR,,9SR37901,381
a550995-4452193-010824-381_B11.ARR,,9SR37901,381
a550995-4452193-010824-381_B12.ARR,,9SR37901,381
a550995-4452193-010824-381_C01.ARR,,9SR37901,381
a550995-4452193-010824-381_C02.ARR,,9SR37901,381
a550995-4452193-010824-381_C03.ARR,,9SR37901,381
a550995-4452193-010824-381_C04.ARR,,9SR37901,381
a550995-4452193-010824-381_C05.ARR,,9SR37901,381
a550995-4452193-010824-381_C06.ARR,,9SR37901,381
a550995-4452193-010824-381_C07.ARR,,9SR37901,381
a550995-4452193-010824-381_C08.ARR,,9SR37901,381
a550995-4452193-010824-381_C09.ARR,,9SR37901,381
a550995-4452193-010824-381_C10.ARR,,9SR37901,381
a550995-4452193-010824-381_C11.ARR,,9SR37901,381
a550995-4452193-010824-381_C12.ARR,,9SR37901,381
a550995-4452193-010824-381_D01.ARR,,9SR37901,381
a550995-4452193-010824-381_D02.ARR,,9SR37901,381
a550995-4452193-010824-381_D03.ARR,,9SR37901,381
a550995-4452193-010824-381_D04.ARR,,9SR37901,381
a550995-4452193-010824-381_D05.ARR,,9SR37901,381
a550995-4452193-010824-381_D06.ARR,,9SR37901,381
a550995-4452193-010824-381_D07.ARR,,9SR37901,381
a550995-4452193-010824-381_D08.ARR,,9SR37901,381
a550995-4452193-010824-381_D09.ARR,,9SR37901,381
a550995-4452193-010824-381_D10.ARR,,9SR37901,381
a550995-4452193-010824-381_D11.ARR,,9SR37901,381
a550995-4452193-010824-381_D12.ARR,,9SR37901,381
a550995-4452193-010824-381_E01.ARR,,9SR37901,381
a550995-4452193-010824-381_E02.ARR,,9SR37901,381
a550995-4452193-010824-381_E03.ARR,,9SR37901,381
a550995-4452193-010824-381_E04.ARR,,9SR37901,381
a550995-4452193-010824-381_E05.ARR,,9SR37901,381
a550995-4452193-010824-381_E06.ARR,,9SR37901,381
a550995-4452193-010824-381_E07.ARR,,9SR37901,381
a550995-4452193-010824-381_E08.ARR,,9SR37901,381
a550995-4452193-010824-381_E09.ARR,,9SR37901,381
a550995-4452193-010824-381_E10.ARR,,9SR37901,381
a550995-4452193-010824-381_E11.ARR,,9SR37901,381
a550995-4452193-010824-381_E12.ARR,,-,381
a550995-4452193-010824-381_F01.ARR,,9SR37901,381
a550995-4452193-010824-381_F02.ARR,,9SR37901,381
a550995-4452193-010824-381_F03.ARR,,9SR37901,381
a550995-4452193-010824-381_F04.ARR,,9SR37901,381
a550995-4452193-010824-381_F05.ARR,,9SR37901,381
a550995-4452193-010824-381_F06.ARR,,9SR37901,381
a550995-4452193-010824-381_F07.ARR,,9SR37901,381
a550995-4452193-010824-381_F08.ARR,,9SR37901,381
a550995-4452193-010824-381_F09.ARR,,9SR37901,381
a550995-4452193-010824-381_F10.ARR,,9SR37901,381
a550995-4452193-010824-381_F11.ARR,,9SR37901,381
a550995-4452193-010824-381_F12.ARR,,9SR37901,381
a550995-4452193-010824-381_G01.ARR,,9SR37901,381
a550995-4452193-010824-381_G02.ARR,,9SR37901,381
a550995-4452193-010824-381_G03.ARR,,9SR37901,381
a550995-4452193-010824-381_G04.ARR,,9SR37901,381
a550995-4452193-010824-381_G05.ARR,,9SR37901,381
a550995-4452193-010824-381_G06.ARR,,9SR37901,381
a550995-4452193-010824-381_G07.ARR,,9SR37901,381
a550995-4452193-010824-381_G08.ARR,,9SR37901,381
a550995-4452193-010824-381_G09.ARR,,9SR37901,381
a550995-4452193-010824-381_G10.ARR,,9SR37901,381
a550995-4452193-010824-381_G11.ARR,,9SR37901,381
a550995-4452193-010824-381_G12.ARR,,9SR37901,381
a550995-4452193-010824-381_H01.ARR,,9SR37901,381
a550995-4452193-010824-381_H02.ARR,,9SR37901,381
a550995-4452193-010824-381_H03.ARR,,9SR37901,381
a550995-4452193-010824-381_H04.ARR,,9SR37901,381
a550995-4452193-010824-381_H05.ARR,,9SR37901,381
a550995-4452193-010824-381_H06.ARR,,9SR37901,381
a550995-4452193-010824-381_H07.ARR,,9SR37901,381
a550995-4452193-010824-381_H08.ARR,,9SR37901,381
a550995-4452193-010824-381_H09.ARR,,9SR37901,381
a550995-4452193-010824-381_H10.ARR,,9SR37901,381
a550995-4452193-010824-381_H11.ARR,,9SR37901,381
a550995-4452193-010824-381_H12.ARR,,9SR37901,381
a550995-4452194-121723-666_A01.ARR,,9SR37890,666
a550995-4452194-121723-666_A02.ARR,,9SR37890,666
a550995-4452194-121723-666_A03.ARR,,9SR37890,666
a550995-4452194-121723-666_A04.ARR,,9SR37890,666
a550995-4452194-121723-666_A05.ARR,,9SR37890,666
a550995-4452194-121723-666_A06.ARR,,9SR37890,666
a550995-4452194-121723-666_A07.ARR,,9SR37890,666
a550995-4452194-121723-666_A08.ARR,,9SR37890,666
a550995-4452194-121723-666_A09.ARR,,9SR37890,666
a550995-4452194-121723-666_A10.ARR,,9SR37890,666
a550995-4452194-121723-666_A11.ARR,,9SR37890,666
a550995-4452194-121723-666_A12.ARR,,-,666
a550995-4452194-121723-666_B01.ARR,,9SR37890,666
a550995-4452194-121723-666_B02.ARR,,9SR37890,666
a550995-4452194-121723-666_B03.ARR,,9SR37890,666
a550995-4452194-121723-666_B04.ARR,,9SR37890,666
a550995-4452194-121723-666_B05.ARR,,9SR37890,666
a550995-4452194-121723-666_B06.ARR,,9SR37890,666
a550995-4452194-121723-666_B07.ARR,,9SR37890,666
a550995-4452194-121723-666_B08.ARR,,9SR37890,666
a550995-4452194-121723-666_B09.ARR,,9SR37890,666
a550995-4452194-121723-666_B10.ARR,,9SR37890,666
a550995-4452194-121723-666_B11.ARR,,9SR37890,666
a550995-4452194-121723-666_B12.ARR,,9SR37890,666
a550995-4452194-121723-666_C01.ARR,,9SR37890,666
a550995-4452194-121723-666_C02.ARR,,9SR37890,666
a550995-4452194-121723-666_C03.ARR,,9SR37890,666
a550995-4452194-121723-666_C04.ARR,,9SR37890,666
a550995-4452194-121723-666_C05.ARR,,9SR37890,666
a550995-4452194-121723-666_C06.ARR,,9SR37890,666
a550995-4452194-121723-666_C07.ARR,,9SR37890,666
a550995-4452194-121723-666_C08.ARR,,9SR37890,666
a550995-4452194-121723-666_C09.ARR,,9SR37890,666
a550995-4452194-121723-666_C10.ARR,,9SR37890,666
a550995-4452194-121723-666_C11.ARR,,9SR37890,666
a550995-4452194-121723-666_C12.ARR,,9SR37890,666
a550995-4452194-121723-666_D01.ARR,,9SR37890,666
a550995-4452194-121723-666_D02.ARR,,9SR37890,666
a550995-4452194-121723-666_D03.ARR,,9SR37890,666
a550995-4452194-121723-666_D04.ARR,,9SR37890,666
a550995-4452194-121723-666_D05.ARR,,9SR37890,666
a550995-4452194-121723-666_D06.ARR,,9SR37890,666
a550995-4452194-121723-666_D07.ARR,,9SR37890,666
a550995-4452194-121723-666_D08.ARR,,9SR37890,666
a550995-4452194-121723-666_D09.ARR,,9SR37890,666
a550995-4452194-121723-666_D10.ARR,,9SR37890,666
a550995-4452194-121723-666_D11.ARR,,9SR37890,666
a550995-4452194-121723-666_D12.ARR,,9SR37890,666
a550995-4452194-121723-666_E01.ARR,,9SR37890,666
a550995-4452194-121723-666_E02.ARR,,9SR37890,666
a550995-4452194-121723-666_E03.ARR,,9SR37890,666
a550995-4452194-121723-666_E04.ARR,,9SR37890,666
a550995-4452194-121723-666_E05.ARR,,9SR37890,666
a550995-4452194-121723-666_E06.ARR,,9SR37890,666
a550995-4452194-121723-666_E07.ARR,,9SR37890,666
a550995-4452194-121723-666_E08.ARR,,9SR37890,666
a550995-4452194-121723-666_E09.ARR,,9SR37890,666
a550995-4452194-121723-666_E10.ARR,,9SR37890,666
a550995-4452194-121723-666_E11.ARR,,9SR37890,666
a550995-4452194-121723-666_E12.ARR,,-,666
a550995-4452194-121723-666_F01.ARR,,9SR37890,666
a550995-4452194-121723-666_F02.ARR,,9SR37890,666
a550995-4452194-121723-666_F03.ARR,,9SR37890,666
a550995-4452194-121723-666_F04.ARR,,9SR37890,666
a550995-4452194-121723-666_F05.ARR,,9SR37890,666
a550995-4452194-121723-666_F06.ARR,,9SR37890,666
a550995-4452194-121723-666_F07.ARR,,9SR37890,666
a550995-4452194-121723-666_F08.ARR,,9SR37890,666
a550995-4452194-121723-666_F09.ARR,,9SR37890,666
a550995-4452194-121723-666_F10.ARR,,9SR37890,666
a550995-4452194-121723-666_F11.ARR,,9SR37890,666
a550995-4452194-121723-666_F12.ARR,,9SR37890,666
a550995-4452194-121723-666_G01.ARR,,9SR37890,666
a550995-4452194-121723-666_G02.ARR,,9SR37890,666
a550995-4452194-121723-666_G03.ARR,,9SR37890,666
a550995-4452194-121723-666_G04.ARR,,9SR37890,666
a550995-4452194-121723-666_G05.ARR,,9SR37890,666
a550995-4452194-121723-666_G06.ARR,,9SR37890,666
a550995-4452194-121723-666_G07.ARR,,9SR37890,666
a550995-4452194-121723-666_G08.ARR,,9SR37890,666
a550995-4452194-121723-666_G09.ARR,,9SR37890,666
a550995-4452194-121723-666_G10.ARR,,9SR37890,666
a550995-4452194-121723-666_G11.ARR,,9SR37890,666
a550995-4452194-121723-666_G12.ARR,,9SR37890,666
a550995-4452194-121723-666_H01.ARR,,9SR37890,666
a550995-4452194-121723-666_H02.ARR,,9SR37890,666
a550995-4452194-121723-666_H03.ARR,,9SR37890,666
a550995-4452194-121723-666_H04.ARR,,9SR37890,666
a550995-4452194-121723-666_H05.ARR,,9SR37890,666
a550995-4452194-121723-666_H06.ARR,,9SR37890,666
a550995-4452194-121723-666_H07.ARR,,9SR37890,666
a550995-4452194-121723-666_H08.ARR,,9SR37890,666
a550995-4452194-121723-666_H09.ARR,,9SR37890,666
a550995-4452194-121723-666_H10.ARR,,9SR37890,666
a550995-4452194-121723-666_H11.ARR,,9SR37890,666
a550995-4452194-121723-666_H12.ARR,,9SR37890,666
a550995-4464489-072424-015_A01.ARR,,9SR37902,015
a550995-4464489-072424-015_A02.ARR,,9SR37902,015
a550995-4464489-072424-015_A03.ARR,,9SR37902,015
a550995-4464489-072424-015_A04.ARR,,9SR37902,015
a550995-4464489-072424-015_A05.ARR,,9SR37902,015
a550995-4464489-072424-015_A06.ARR,,9SR37902,015
a550995-4464489-072424-015_A07.ARR,,9SR37902,015
a550995-4464489-072424-015_A08.ARR,,9SR37902,015
a550995-4464489-072424-015_A09.ARR,,9SR37902,015
a550995-4464489-072424-015_A10.ARR,,9SR37902,015
a550995-4464489-072424-015_A11.ARR,,9SR37902,015
a550995-4464489-072424-015_A12.ARR,,-,015
a550995-4464489-072424-015_B01.ARR,,9SR37902,015
a550995-4464489-072424-015_B02.ARR,,9SR37902,015
a550995-4464489-072424-015_B03.ARR,,9SR37902,015
a550995-4464489-072424-015_B04.ARR,,9SR37902,015
a550995-4464489-072424-015_B05.ARR,,9SR37902,015
a550995-4464489-072424-015_B06.ARR,,9SR37902,015
a550995-4464489-072424-015_B07.ARR,,9SR37902,015
a550995-4464489-072424-015_B08.ARR,,9SR37902,015
a550995-4464489-072424-015_B09.ARR,,9SR37902,015
a550995-4464489-072424-015_B10.ARR,,9SR37902,015
a550995-4464489-072424-015_B11.ARR,,9SR37902,015
a550995-4464489-072424-015_B12.ARR,,9SR37902,015
a550995-4464489-072424-015_C01.ARR,,9SR37902,015
a550995-4464489-072424-015_C02.ARR,,9SR37902,015
a550995-4464489-072424-015_C03.ARR,,9SR37902,015
a550995-4464489-072424-015_C04.ARR,,9SR37902,015
a550995-4464489-072424-015_C05.ARR,,9SR37902,015
a550995-4464489-072424-015_C06.ARR,,9SR37902,015
a550995-4464489-072424-015_C07.ARR,,9SR37902,015
a550995-4464489-072424-015_C08.ARR,,9SR37902,015
a550995-4464489-072424-015_C09.ARR,,9SR37902,015
a550995-4464489-072424-015_C10.ARR,,9SR37902,015
a550995-4464489-072424-015_C11.ARR,,9SR37902,015
a550995-4464489-072424-015_C12.ARR,,9SR37902,015
a550995-4464489-072424-015_D01.ARR,,9SR37902,015
a550995-4464489-072424-015_D02.ARR,,9SR37902,015
a550995-4464489-072424-015_D03.ARR,,9SR37902,015
a550995-4464489-072424-015_D04.ARR,,9SR37902,015
a550995-4464489-072424-015_D05.ARR,,9SR37902,015
a550995-4464489-072424-015_D06.ARR,,9SR37902,015
a550995-4464489-072424-015_D07.ARR,,9SR37902,015
a550995-4464489-072424-015_D08.ARR,,9SR37902,015
a550995-4464489-072424-015_D09.ARR,,9SR37902,015
a550995-4464489-072424-015_D10.ARR,,9SR37902,015
a550995-4464489-072424-015_D11.ARR,,9SR37902,015
a550995-4464489-072424-015_D12.ARR,,9SR37902,015
a550995-4464489-072424-015_E01.ARR,,9SR37902,015
a550995-4464489-072424-015_E02.ARR,,9SR37902,015
a550995-4464489-072424-015_E03.ARR,,9SR37902,015
a550995-4464489-072424-015_E04.ARR,,9SR37902,015
a550995-4464489-072424-015_E05.ARR,,9SR37902,015
a550995-4464489-072424-015_E06.ARR,,9SR37902,015
a550995-4464489-072424-015_E07.ARR,,9SR37902,015
a550995-4464489-072424-015_E08.ARR,,9SR37902,015
a550995-4464489-072424-015_E09.ARR,,9SR37902,015
a550995-4464489-072424-015_E10.ARR,,9SR37902,015
a550995-4464489-072424-015_E11.ARR,,9SR37902,015
a550995-4464489-072424-015_E12.ARR,,-,015
a550995-4464489-072424-015_F01.ARR,,9SR37902,015
a550995-4464489-072424-015_F02.ARR,,9SR37902,015
a550995-4464489-072424-015_F03.ARR,,9SR37902,015
a550995-4464489-072424-015_F04.ARR,,9SR37902,015
a550995-4464489-072424-015_F05.ARR,,9SR37902,015
a550995-4464489-072424-015_F06.ARR,,9SR37902,015
a550995-4464489-072424-015_F07.ARR,,9SR37902,015
a550995-4464489-072424-015_F08.ARR,,9SR37902,015
a550995-4464489-072424-015_F09.ARR,,9SR37902,015
a550995-4464489-072424-015_F10.ARR,,9SR37902,015
a550995-4464489-072424-015_F11.ARR,,9SR37902,015
a550995-4464489-072424-015_F12.ARR,,9SR37902,015
a550995-4464489-072424-015_G01.ARR,,9SR37902,015
a550995-4464489-072424-015_G02.ARR,,9SR37902,015
a550995-4464489-072424-015_G03.ARR,,9SR37902,015
a550995-4464489-072424-015_G04.ARR,,9SR37902,015
a550995-4464489-072424-015_G05.ARR,,9SR37902,015
a550995-4464489-072424-015_G06.ARR,,9SR37902,015
a550995-4464489-072424-015_G07.ARR,,9SR37902,015
a550995-4464489-072424-015_G08.ARR,,9SR37902,015
a550995-4464489-072424-015_G09.ARR,,9SR37902,015
a550995-4464489-072424-015_G10.ARR,,9SR37902,015
a550995-4464489-072424-015_G11.ARR,,9SR37902,015
a550995-4464489-072424-015_G12.ARR,,9SR37902,015
a550995-4464489-072424-015_H01.ARR,,9SR37902,015
a550995-4464489-072424-015_H02.ARR,,9SR37902,015
a550995-4464489-072424-015_H03.ARR,,9SR37902,015
a550995-4464489-072424-015_H04.ARR,,9SR37902,015
a550995-4464489-072424-015_H05.ARR,,9SR37902,015
a550995-4464489-072424-015_H06.ARR,,9SR37902,015
a550995-4464489-072424-015_H07.ARR,,9SR37902,015
a550995-4464489-072424-015_H08.ARR,,9SR37902,015
a550995-4464489-072424-015_H09.ARR,,9SR37902,015
a550995-4464489-072424-015_H10.ARR,,9SR37902,015
a550995-4464489-072424-015_H11.ARR,,9SR37902,015
a550995-4464489-072424-015_H12.ARR,,9SR37902,015
a550995-4464489-072424-016_A01.ARR,,9SR37894,016
a550995-4464489-072424-016_A02.ARR,,9SR37894,016
a550995-4464489-072424-016_A03.ARR,,9SR37894,016
a550995-4464489-072424-016_A04.ARR,,9SR37894,016
a550995-4464489-072424-016_A05.ARR,,9SR37894,016
a550995-4464489-072424-016_A06.ARR,,9SR37894,016
a550995-4464489-072424-016_A07.ARR,,9SR37894,016
a550995-4464489-072424-016_A08.ARR,,9SR37894,016
a550995-4464489-072424-016_A09.ARR,,9SR37894,016
a550995-4464489-072424-016_A10.ARR,,9SR37894,016
a550995-4464489-072424-016_A11.ARR,,9SR37894,016
a550995-4464489-072424-016_A12.ARR,,-,016
a550995-4464489-072424-016_B01.ARR,,9SR37894,016
a550995-4464489-072424-016_B02.ARR,,9SR37894,016
a550995-4464489-072424-016_B03.ARR,,9SR37894,016
a550995-4464489-072424-016_B04.ARR,,9SR37894,016
a550995-4464489-072424-016_B05.ARR,,9SR37894,016
a550995-4464489-072424-016_B06.ARR,,9SR37894,016
a550995-4464489-072424-016_B07.ARR,,9SR37894,016
a550995-4464489-072424-016_B08.ARR,,9SR37894,016
a550995-4464489-072424-016_B09.ARR,,9SR37894,016
a550995-4464489-072424-016_B10.ARR,,9SR37894,016
a550995-4464489-072424-016_B11.ARR,,9SR37894,016
a550995-4464489-072424-016_B12.ARR,,9SR37894,016
a550995-4464489-072424-016_C01.ARR,,9SR37894,016
a550995-4464489-072424-016_C02.ARR,,9SR37894,016
a550995-4464489-072424-016_C03.ARR,,9SR37894,016
a550995-4464489-072424-016_C04.ARR,,9SR37894,016
a550995-4464489-072424-016_C05.ARR,,9SR37894,016
a550995-4464489-072424-016_C06.ARR,,9SR37894,016
a550995-4464489-072424-016_C07.ARR,,9SR37894,016
a550995-4464489-072424-016_C08.ARR,,9SR37894,016
a550995-4464489-072424-016_C09.ARR,,9SR37894,016
a550995-4464489-072424-016_C10.ARR,,9SR37894,016
a550995-4464489-072424-016_C11.ARR,,9SR37894,016
a550995-4464489-072424-016_C12.ARR,,9SR37894,016
a550995-4464489-072424-016_D01.ARR,,9SR37894,016
a550995-4464489-072424-016_D02.ARR,,9SR37894,016
a550995-4464489-072424-016_D03.ARR,,9SR37894,016
a550995-4464489-072424-016_D04.ARR,,9SR37894,016
a550995-4464489-072424-016_D05.ARR,,9SR37894,016
a550995-4464489-072424-016_D06.ARR,,9SR37894,016
a550995-4464489-072424-016_D07.ARR,,9SR37894,016
a550995-4464489-072424-016_D08.ARR,,9SR37894,016
a550995-4464489-072424-016_D09.ARR,,9SR37894,016
a550995-4464489-072424-016_D10.ARR,,9SR37894,016
a550995-4464489-072424-016_D11.ARR,,9SR37894,016
a550995-4464489-072424-016_D12.ARR,,9SR37894,016
a550995-4464489-072424-016_E01.ARR,,9SR37894,016
a550995-4464489-072424-016_E02.ARR,,9SR37894,016
a550995-4464489-072424-016_E03.ARR,,9SR37894,016
a550995-4464489-072424-016_E04.ARR,,9SR37894,016
a550995-4464489-072424-016_E05.ARR,,9SR37894,016
a550995-4464489-072424-016_E06.ARR,,9SR37894,016
a550995-4464489-072424-016_E07.ARR,,9SR37894,016
a550995-4464489-072424-016_E08.ARR,,9SR37894,016
a550995-4464489-072424-016_E09.ARR,,9SR37894,016
a550995-4464489-072424-016_E10.ARR,,9SR37894,016
a550995-4464489-072424-016_E11.ARR,,9SR37894,016
a550995-4464489-072424-016_E12.ARR,,-,016
a550995-4464489-072424-016_F01.ARR,,9SR37894,016
a550995-4464489-072424-016_F02.ARR,,9SR37894,016
a550995-4464489-072424-016_F03.ARR,,9SR37894,016
a550995-4464489-072424-016_F04.ARR,,9SR37894,016
a550995-4464489-072424-016_F05.ARR,,9SR37894,016
a550995-4464489-072424-016_F06.ARR,,9SR37894,016
a550995-4464489-072424-016_F07.ARR,,9SR37894,016
a550995-4464489-072424-016_F08.ARR,,9SR37894,016
a550995-4464489-072424-016_F09.ARR,,9SR37894,016
a550995-4464489-072424-016_F10.ARR,,9SR37894,016
